avgTemp,avgTempRange,avgHumidity,avgHumidityRange,durationDays,brix,pol,purity,actualRendement,baseRen
30.0,29-31,90.0,81-100,3,14.1,11.1,78.1,4.79,5.14
30.0,29-31,90.0,81-100,4,14.1,11.1,78.1,4.42,5.14
33.5,32-35,50.0,40-60,2,14.1,11.1,78.1,4.94,5.14
33.5,32-35,50.0,40-60,3,14.1,11.1,78.1,4.65,5.14
33.5,32-35,50.0,40-60,4,14.1,11.1,78.1,4.25,5.14
33.5,32-35,70.0,61-80,2,14.1,11.1,78.1,4.89,5.14
33.5,32-35,70.0,61-80,3,14.1,11.1,78.1,4.63,5.14
33.5,32-35,70.0,61-80,4,14.1,11.1,78.1,4.27,5.14
33.5,32-35,90.0,81-100,2,14.1,11.1,78.1,4.83,5.14
33.5,32-35,90.0,81-100,3,14.1,11.1,78.1,4.56,5.14
33.5,32-35,90.0,81-100,4,14.1,11.1,78.1,4.12,5.14
24.0,23-25,50.0,40-60,2,14.8,11.69,78.98,5.97,5.48
24.0,23-25,50.0,40-60,3,14.8,11.69,78.98,5.69,5.48
24.0,23-25,50.0,40-60,4,14.8,11.69,78.98,5.31,5.48
24.0,23-25,70.0,61-80,2,14.8,11.69,78.98,5.89,5.48
24.0,23-25,70.0,61-80,3,14.8,11.69,78.98,5.57,5.48
24.0,23-25,70.0,61-80,4,14.8,11.69,78.98,5.3,5.48
24.0,23-25,90.0,81-100,2,14.8,11.69,78.98,5.83,5.48
24.0,23-25,90.0,81-100,3,14.8,11.69,78.98,5.57,5.48
24.0,23-25,90.0,81-100,4,14.8,11.69,78.98,5.19,5.48
27.0,26-28,50.0,40-60,2,14.8,11.69,78.98,5.83,5.48
27.0,26-28,50.0,40-60,3,14.8,11.69,78.98,5.54,5.48
27.0,26-28,50.0,40-60,4,14.8,11.69,78.98,5.18,5.48
27.0,26-28,70.0,61-80,2,14.8,11.69,78.98,5.75,5.48
27.0,26-28,70.0,61-80,3,14.8,11.69,78.98,5.46,5.48
27.0,26-28,70.0,61-80,4,14.8,11.69,78.98,5.14,5.48
27.0,26-28,90.0,81-100,2,14.8,11.69,78.98,5.67,5.48
27.0,26-28,90.0,81-100,3,14.8,11.69,78.98,5.37,5.48
27.0,26-28,90.0,81-100,4,14.8,11.69,78.98,4.99,5.48
30.0,29-31,50.0,40-60,2,14.8,11.69,78.98,5.61,5.48
30.0,29-31,50.0,40-60,3,14.8,11.69,78.98,5.23,5.48
30.0,29-31,50.0,40-60,4,14.8,11.69,78.98,4.93,5.48
30.0,29-31,70.0,61-80,2,14.8,11.69,78.98,5.51,5.48
30.0,29-31,70.0,61-80,3,14.8,11.69,78.98,5.21,5.48
30.0,29-31,70.0,61-80,4,14.8,11.69,78.98,4.89,5.48
30.0,29-31,90.0,81-100,2,14.8,11.69,78.98,5.4,5.48
30.0,29-31,90.0,81-100,3,14.8,11.69,78.98,5.15,5.48
30.0,29-31,90.0,81-100,4,14.8,11.69,78.98,4.82,5.48
33.5,32-35,50.0,40-60,2,14.8,11.69,78.98,5.32,5.48
33.5,32-35,50.0,40-60,3,14.8,11.69,78.98,4.96,5.48
33.5,32-35,50.0,40-60,4,14.8,11.69,78.98,4.68,5.48
33.5,32-35,70.0,61-80,2,14.8,11.69,78.98,5.26,5.48
33.5,32-35,70.0,61-80,3,14.8,11.69,78.98,4.98,5.48
33.5,32-35,70.0,61-80,4,14.8,11.69,78.98,4.59,5.48
33.5,32-35,90.0,81-100,2,14.8,11.69,78.98,5.16,5.48
33.5,32-35,90.0,81-100,3,14.8,11.69,78.98,4.9,5.48
33.5,32-35,90.0,81-100,4,14.8,11.69,78.98,4.55,5.48
24.0,23-25,50.0,40-60,2,16.2,12.78,78.89,6.57,6.1
24.0,23-25,50.0,40-60,3,16.2,12.78,78.89,6.26,6.1
24.0,23-25,50.0,40-60,4,16.2,12.78,78.89,5.92,6.1
24.0,23-25,70.0,61-80,2,16.2,12.78,78.89,6.52,6.1
24.0,23-25,70.0,61-80,3,16.2,12.78,78.89,6.21,6.1
24.0,23-25,70.0,61-80,4,16.2,12.78,78.89,5.86,6.1
24.0,23-25,90.0,81-100,2,16.2,12.78,78.89,6.49,6.1
24.0,23-25,90.0,81-100,3,16.2,12.78,78.89,6.11,6.1
24.0,23-25,90.0,81-100,4,16.2,12.78,78.89,5.82,6.1
27.0,26-28,50.0,40-60,2,16.2,12.78,78.89,6.4,6.1
27.0,26-28,50.0,40-60,3,16.2,12.78,78.89,6.11,6.1
27.0,26-28,50.0,40-60,4,16.2,12.78,78.89,5.74,6.1
27.0,26-28,70.0,61-80,2,16.2,12.78,78.89,6.36,6.1
27.0,26-28,70.0,61-80,3,16.2,12.78,78.89,6.11,6.1
27.0,26-28,70.0,61-80,4,16.2,12.78,78.89,5.77,6.1
27.0,26-28,90.0,81-100,2,16.2,12.78,78.89,6.27,6.1
27.0,26-28,90.0,81-100,3,16.2,12.78,78.89,6.0,6.1
27.0,26-28,90.0,81-100,4,16.2,12.78,78.89,5.65,6.1
30.0,29-31,50.0,40-60,2,16.2,12.78,78.89,6.23,6.1
30.0,29-31,50.0,40-60,3,16.2,12.78,78.89,5.92,6.1
30.0,29-31,50.0,40-60,4,16.2,12.78,78.89,5.54,6.1
30.0,29-31,70.0,61-80,2,16.2,12.78,78.89,6.16,6.1
30.0,29-31,70.0,61-80,3,16.2,12.78,78.89,5.87,6.1
30.0,29-31,70.0,61-80,4,16.2,12.78,78.89,5.44,6.1
30.0,29-31,90.0,81-100,2,16.2,12.78,78.89,6.05,6.1
30.0,29-31,90.0,81-100,3,16.2,12.78,78.89,5.8,6.1
30.0,29-31,90.0,81-100,4,16.2,12.78,78.89,5.43,6.1
33.5,32-35,50.0,40-60,2,16.2,12.78,78.89,5.91,6.1
33.5,32-35,50.0,40-60,3,16.2,12.78,78.89,5.61,6.1
33.5,32-35,50.0,40-60,4,16.2,12.78,78.89,5.24,6.1
33.5,32-35,70.0,61-80,2,16.2,12.78,78.89,5.86,6.1
33.5,32-35,70.0,61-80,3,16.2,12.78,78.89,5.58,6.1
33.5,32-35,70.0,61-80,4,16.2,12.78,78.89,5.2,6.1
33.5,32-35,90.0,81-100,2,16.2,12.78,78.89,5.8,6.1
33.5,32-35,90.0,81-100,3,16.2,12.78,78.89,5.52,6.1
33.5,32-35,90.0,81-100,4,16.2,12.78,78.89,5.1,6.1
24.0,23-25,50.0,40-60,2,17.4,14.46,83.1,7.93,7.45
24.0,23-25,50.0,40-60,3,17.4,14.46,83.1,7.62,7.45
24.0,23-25,50.0,40-60,4,17.4,14.46,83.1,7.3,7.45
24.0,23-25,70.0,61-80,2,17.4,14.46,83.1,7.85,7.45
24.0,23-25,70.0,61-80,3,17.4,14.46,83.1,7.59,7.45
24.0,23-25,70.0,61-80,4,17.4,14.46,83.1,7.27,7.45
24.0,23-25,90.0,81-100,2,17.4,14.46,83.1,7.79,7.45
24.0,23-25,90.0,81-100,3,17.4,14.46,83.1,7.54,7.45
24.0,23-25,90.0,81-100,4,17.4,14.46,83.1,7.2,7.45
27.0,26-28,50.0,40-60,2,17.4,14.46,83.1,7.74,7.45
27.0,26-28,50.0,40-60,3,17.4,14.46,83.1,7.45,7.45
27.0,26-28,50.0,40-60,4,17.4,14.46,83.1,7.18,7.45
27.0,26-28,70.0,61-80,2,17.4,14.46,83.1,7.78,7.45
27.0,26-28,70.0,61-80,3,17.4,14.46,83.1,7.39,7.45
27.0,26-28,70.0,61-80,4,17.4,14.46,83.1,7.03,7.45
27.0,26-28,90.0,81-100,2,17.4,14.46,83.1,7.62,7.45
27.0,26-28,90.0,81-100,3,17.4,14.46,83.1,7.4,7.45
27.0,26-28,90.0,81-100,4,17.4,14.46,83.1,6.97,7.45
30.0,29-31,50.0,40-60,2,17.4,14.46,83.1,7.54,7.45
30.0,29-31,50.0,40-60,3,17.4,14.46,83.1,7.27,7.45
30.0,29-31,50.0,40-60,4,17.4,14.46,83.1,6.84,7.45
30.0,29-31,70.0,61-80,2,17.4,14.46,83.1,7.5,7.45
30.0,29-31,70.0,61-80,3,17.4,14.46,83.1,7.17,7.45
30.0,29-31,70.0,61-80,4,17.4,14.46,83.1,6.88,7.45
30.0,29-31,90.0,81-100,2,17.4,14.46,83.1,7.39,7.45
30.0,29-31,90.0,81-100,3,17.4,14.46,83.1,7.13,7.45
30.0,29-31,90.0,81-100,4,17.4,14.46,83.1,6.78,7.45
33.5,32-35,50.0,40-60,2,17.4,14.46,83.1,7.23,7.45
33.5,32-35,50.0,40-60,3,17.4,14.46,83.1,6.91,7.45
33.5,32-35,50.0,40-60,4,17.4,14.46,83.1,6.6,7.45
33.5,32-35,70.0,61-80,2,17.4,14.46,83.1,7.19,7.45
33.5,32-35,70.0,61-80,3,17.4,14.46,83.1,6.94,7.45
33.5,32-35,70.0,61-80,4,17.4,14.46,83.1,6.59,7.45
33.5,32-35,90.0,81-100,2,17.4,14.46,83.1,7.13,7.45
33.5,32-35,90.0,81-100,3,17.4,14.46,83.1,6.84,7.45
33.5,32-35,90.0,81-100,4,17.4,14.46,83.1,6.49,7.45
24.0,23-25,50.0,40-60,2,18.1,14.91,82.38,8.16,7.65
24.0,23-25,50.0,40-60,3,18.1,14.91,82.38,7.82,7.65
24.0,23-25,50.0,40-60,4,18.1,14.91,82.38,7.46,7.65
24.0,23-25,70.0,61-80,2,18.1,14.91,82.38,8.06,7.65
24.0,23-25,70.0,61-80,3,18.1,14.91,82.38,7.78,7.65
24.0,23-25,70.0,61-80,4,18.1,14.91,82.38,7.42,7.65
24.0,23-25,90.0,81-100,2,18.1,14.91,82.38,7.99,7.65
24.0,23-25,90.0,81-100,3,18.1,14.91,82.38,7.66,7.65
24.0,23-25,90.0,81-100,4,18.1,14.91,82.38,7.37,7.65
27.0,26-28,50.0,40-60,2,18.1,14.91,82.38,7.95,7.65
27.0,26-28,50.0,40-60,3,18.1,14.91,82.38,7.65,7.65
27.0,26-28,50.0,40-60,4,18.1,14.91,82.38,7.32,7.65
27.0,26-28,70.0,61-80,2,18.1,14.91,82.38,7.9,7.65
27.0,26-28,70.0,61-80,3,18.1,14.91,82.38,7.64,7.65
27.0,26-28,70.0,61-80,4,18.1,14.91,82.38,7.27,7.65
27.0,26-28,90.0,81-100,2,18.1,14.91,82.38,7.84,7.65
27.0,26-28,90.0,81-100,3,18.1,14.91,82.38,7.55,7.65
27.0,26-28,90.0,81-100,4,18.1,14.91,82.38,7.17,7.65
30.0,29-31,50.0,40-60,2,18.1,14.91,82.38,7.71,7.65
30.0,29-31,50.0,40-60,3,18.1,14.91,82.38,7.48,7.65
30.0,29-31,50.0,40-60,4,18.1,14.91,82.38,7.08,7.65
30.0,29-31,70.0,61-80,2,18.1,14.91,82.38,7.68,7.65
30.0,29-31,70.0,61-80,3,18.1,14.91,82.38,7.34,7.65
30.0,29-31,70.0,61-80,4,18.1,14.91,82.38,7.04,7.65
30.0,29-31,90.0,81-100,2,18.1,14.91,82.38,7.62,7.65
30.0,29-31,90.0,81-100,3,18.1,14.91,82.38,7.32,7.65
30.0,29-31,90.0,81-100,4,18.1,14.91,82.38,6.98,7.65
33.5,32-35,50.0,40-60,2,18.1,14.91,82.38,7.43,7.65
33.5,32-35,50.0,40-60,3,18.1,14.91,82.38,7.14,7.65
33.5,32-35,50.0,40-60,4,18.1,14.91,82.38,6.84,7.65
33.5,32-35,70.0,61-80,2,18.1,14.91,82.38,7.45,7.65
33.5,32-35,70.0,61-80,3,18.1,14.91,82.38,7.07,7.65
33.5,32-35,70.0,61-80,4,18.1,14.91,82.38,6.76,7.65
33.5,32-35,90.0,81-100,2,18.1,14.91,82.38,7.3,7.65
33.5,32-35,90.0,81-100,3,18.1,14.91,82.38,6.99,7.65
33.5,32-35,90.0,81-100,4,18.1,14.91,82.38,6.66,7.65
24.0,23-25,50.0,40-60,2,13.4,10.19,76.04,4.89,4.45
24.0,23-25,50.0,40-60,3,13.4,10.19,76.04,4.65,4.45
24.0,23-25,50.0,40-60,4,13.4,10.19,76.04,4.28,4.45
24.0,23-25,70.0,61-80,2,13.4,10.19,76.04,4.84,4.45
24.0,23-25,70.0,61-80,3,13.4,10.19,76.04,4.53,4.45
24.0,23-25,70.0,61-80,4,13.4,10.19,76.04,4.26,4.45
24.0,23-25,90.0,81-100,2,13.4,10.19,76.04,4.77,4.45
24.0,23-25,90.0,81-100,3,13.4,10.19,76.04,4.51,4.45
24.0,23-25,90.0,81-100,4,13.4,10.19,76.04,4.13,4.45
27.0,26-28,50.0,40-60,2,13.4,10.19,76.04,4.79,4.45
27.0,26-28,50.0,40-60,3,13.4,10.19,76.04,4.46,4.45
27.0,26-28,50.0,40-60,4,13.4,10.19,76.04,4.09,4.45
27.0,26-28,70.0,61-80,2,13.4,10.19,76.04,4.7,4.45
27.0,26-28,70.0,61-80,3,13.4,10.19,76.04,4.4,4.45
27.0,26-28,70.0,61-80,4,13.4,10.19,76.04,4.07,4.45
27.0,26-28,90.0,81-100,2,13.4,10.19,76.04,4.67,4.45
27.0,26-28,90.0,81-100,3,13.4,10.19,76.04,4.33,4.45
27.0,26-28,90.0,81-100,4,13.4,10.19,76.04,4.0,4.45
30.0,29-31,50.0,40-60,2,13.4,10.19,76.04,4.54,4.45
30.0,29-31,50.0,40-60,3,13.4,10.19,76.04,4.25,4.45
30.0,29-31,50.0,40-60,4,13.4,10.19,76.04,4.0,4.45
30.0,29-31,70.0,61-80,2,13.4,10.19,76.04,4.5,4.45
30.0,29-31,70.0,61-80,3,13.4,10.19,76.04,4.19,4.45
30.0,29-31,70.0,61-80,4,13.4,10.19,76.04,4.0,4.45
30.0,29-31,90.0,81-100,2,13.4,10.19,76.04,4.45,4.45
30.0,29-31,90.0,81-100,3,13.4,10.19,76.04,4.14,4.45
30.0,29-31,90.0,81-100,4,13.4,10.19,76.04,4.0,4.45
33.5,32-35,50.0,40-60,2,13.4,10.19,76.04,4.23,4.45
33.5,32-35,50.0,40-60,3,13.4,10.19,76.04,4.0,4.45
33.5,32-35,50.0,40-60,4,13.4,10.19,76.04,4.0,4.45
33.5,32-35,70.0,61-80,2,13.4,10.19,76.04,4.23,4.45
33.5,32-35,70.0,61-80,3,13.4,10.19,76.04,4.0,4.45
33.5,32-35,70.0,61-80,4,13.4,10.19,76.04,4.0,4.45
33.5,32-35,90.0,81-100,2,13.4,10.19,76.04,4.15,4.45
33.5,32-35,90.0,81-100,3,13.4,10.19,76.04,4.0,4.45
33.5,32-35,90.0,81-100,4,13.4,10.19,76.04,4.0,4.45
24.0,23-25,50.0,40-60,2,15.4,12.28,79.74,6.38,5.88
24.0,23-25,50.0,40-60,3,15.4,12.28,79.74,6.05,5.88
24.0,23-25,50.0,40-60,4,15.4,12.28,79.74,5.75,5.88
24.0,23-25,70.0,61-80,2,15.4,12.28,79.74,6.34,5.88
24.0,23-25,70.0,61-80,3,15.4,12.28,79.74,6.01,5.88
24.0,23-25,70.0,61-80,4,15.4,12.28,79.74,5.68,5.88
24.0,23-25,90.0,81-100,2,15.4,12.28,79.74,6.27,5.88
24.0,23-25,90.0,81-100,3,15.4,12.28,79.74,5.93,5.88
24.0,23-25,90.0,81-100,4,15.4,12.28,79.74,5.56,5.88
27.0,26-28,50.0,40-60,2,15.4,12.28,79.74,6.24,5.88
27.0,26-28,50.0,40-60,3,15.4,12.28,79.74,5.88,5.88
27.0,26-28,50.0,40-60,4,15.4,12.28,79.74,5.55,5.88
27.0,26-28,70.0,61-80,2,15.4,12.28,79.74,6.2,5.88
27.0,26-28,70.0,61-80,3,15.4,12.28,79.74,5.88,5.88
27.0,26-28,70.0,61-80,4,15.4,12.28,79.74,5.5,5.88
27.0,26-28,90.0,81-100,2,15.4,12.28,79.74,6.05,5.88
27.0,26-28,90.0,81-100,3,15.4,12.28,79.74,5.77,5.88
27.0,26-28,90.0,81-100,4,15.4,12.28,79.74,5.41,5.88
30.0,29-31,50.0,40-60,2,15.4,12.28,79.74,5.94,5.88
30.0,29-31,50.0,40-60,3,15.4,12.28,79.74,5.69,5.88
30.0,29-31,50.0,40-60,4,15.4,12.28,79.74,5.3,5.88
30.0,29-31,70.0,61-80,2,15.4,12.28,79.74,5.92,5.88
30.0,29-31,70.0,61-80,3,15.4,12.28,79.74,5.61,5.88
30.0,29-31,70.0,61-80,4,15.4,12.28,79.74,5.32,5.88
30.0,29-31,90.0,81-100,2,15.4,12.28,79.74,5.83,5.88
30.0,29-31,90.0,81-100,3,15.4,12.28,79.74,5.5,5.88
30.0,29-31,90.0,81-100,4,15.4,12.28,79.74,5.15,5.88
33.5,32-35,50.0,40-60,2,15.4,12.28,79.74,5.7,5.88
33.5,32-35,50.0,40-60,3,15.4,12.28,79.74,5.4,5.88
33.5,32-35,50.0,40-60,4,15.4,12.28,79.74,5.03,5.88
33.5,32-35,70.0,61-80,2,15.4,12.28,79.74,5.63,5.88
33.5,32-35,70.0,61-80,3,15.4,12.28,79.74,5.3,5.88
33.5,32-35,70.0,61-80,4,15.4,12.28,79.74,4.99,5.88
33.5,32-35,90.0,81-100,2,15.4,12.28,79.74,5.56,5.88
33.5,32-35,90.0,81-100,3,15.4,12.28,79.74,5.22,5.88
33.5,32-35,90.0,81-100,4,15.4,12.28,79.74,4.87,5.88
24.0,23-25,50.0,40-60,2,14.6,11.84,81.1,6.17,5.73
24.0,23-25,50.0,40-60,3,14.6,11.84,81.1,5.87,5.73
24.0,23-25,50.0,40-60,4,14.6,11.84,81.1,5.57,5.73
24.0,23-25,70.0,61-80,2,14.6,11.84,81.1,6.13,5.73
24.0,23-25,70.0,61-80,3,14.6,11.84,81.1,5.84,5.73
24.0,23-25,70.0,61-80,4,14.6,11.84,81.1,5.48,5.73
24.0,23-25,90.0,81-100,2,14.6,11.84,81.1,6.13,5.73
24.0,23-25,90.0,81-100,3,14.6,11.84,81.1,5.82,5.73
24.0,23-25,90.0,81-100,4,14.6,11.84,81.1,5.4,5.73
27.0,26-28,50.0,40-60,2,14.6,11.84,81.1,6.04,5.73
27.0,26-28,50.0,40-60,3,14.6,11.84,81.1,5.73,5.73
27.0,26-28,50.0,40-60,4,14.6,11.84,81.1,5.41,5.73
27.0,26-28,70.0,61-80,2,14.6,11.84,81.1,5.96,5.73
27.0,26-28,70.0,61-80,3,14.6,11.84,81.1,5.73,5.73
27.0,26-28,70.0,61-80,4,14.6,11.84,81.1,5.36,5.73
27.0,26-28,90.0,81-100,2,14.6,11.84,81.1,5.97,5.73
27.0,26-28,90.0,81-100,3,14.6,11.84,81.1,5.6,5.73
27.0,26-28,90.0,81-100,4,14.6,11.84,81.1,5.31,5.73
30.0,29-31,50.0,40-60,2,14.6,11.84,81.1,5.85,5.73
30.0,29-31,50.0,40-60,3,14.6,11.84,81.1,5.48,5.73
30.0,29-31,50.0,40-60,4,14.6,11.84,81.1,5.16,5.73
30.0,29-31,70.0,61-80,2,14.6,11.84,81.1,5.74,5.73
30.0,29-31,70.0,61-80,3,14.6,11.84,81.1,5.45,5.73
30.0,29-31,70.0,61-80,4,14.6,11.84,81.1,5.1,5.73
30.0,29-31,90.0,81-100,2,14.6,11.84,81.1,5.7,5.73
30.0,29-31,90.0,81-100,3,14.6,11.84,81.1,5.38,5.73
30.0,29-31,90.0,81-100,4,14.6,11.84,81.1,5.08,5.73
33.5,32-35,50.0,40-60,2,14.6,11.84,81.1,5.5,5.73
33.5,32-35,50.0,40-60,3,14.6,11.84,81.1,5.29,5.73
33.5,32-35,50.0,40-60,4,14.6,11.84,81.1,4.86,5.73
33.5,32-35,70.0,61-80,2,14.6,11.84,81.1,5.52,5.73
33.5,32-35,70.0,61-80,3,14.6,11.84,81.1,5.17,5.73
33.5,32-35,70.0,61-80,4,14.6,11.84,81.1,4.8,5.73
33.5,32-35,90.0,81-100,2,14.6,11.84,81.1,5.45,5.73
33.5,32-35,90.0,81-100,3,14.6,11.84,81.1,5.09,5.73
33.5,32-35,90.0,81-100,4,14.6,11.84,81.1,4.78,5.73
24.0,23-25,50.0,40-60,2,16.2,13.22,81.6,7.07,6.58
24.0,23-25,50.0,40-60,3,16.2,13.22,81.6,6.76,6.58
24.0,23-25,50.0,40-60,4,16.2,13.22,81.6,6.41,6.58
24.0,23-25,70.0,61-80,2,16.2,13.22,81.6,7.03,6.58
24.0,23-25,70.0,61-80,3,16.2,13.22,81.6,6.67,6.58
24.0,23-25,70.0,61-80,4,16.2,13.22,81.6,6.38,6.58
24.0,23-25,90.0,81-100,2,16.2,13.22,81.6,6.97,6.58
24.0,23-25,90.0,81-100,3,16.2,13.22,81.6,6.59,6.58
24.0,23-25,90.0,81-100,4,16.2,13.22,81.6,6.24,6.58
27.0,26-28,50.0,40-60,2,16.2,13.22,81.6,6.93,6.58
27.0,26-28,50.0,40-60,3,16.2,13.22,81.6,6.6,6.58
27.0,26-28,50.0,40-60,4,16.2,13.22,81.6,6.25,6.58
27.0,26-28,70.0,61-80,2,16.2,13.22,81.6,6.82,6.58
27.0,26-28,70.0,61-80,3,16.2,13.22,81.6,6.56,6.58
27.0,26-28,70.0,61-80,4,16.2,13.22,81.6,6.17,6.58
27.0,26-28,90.0,81-100,2,16.2,13.22,81.6,6.78,6.58
27.0,26-28,90.0,81-100,3,16.2,13.22,81.6,6.51,6.58
27.0,26-28,90.0,81-100,4,16.2,13.22,81.6,6.11,6.58
30.0,29-31,50.0,40-60,2,16.2,13.22,81.6,6.67,6.58
30.0,29-31,50.0,40-60,3,16.2,13.22,81.6,6.42,6.58
30.0,29-31,50.0,40-60,4,16.2,13.22,81.6,6.04,6.58
30.0,29-31,70.0,61-80,2,16.2,13.22,81.6,6.65,6.58
30.0,29-31,70.0,61-80,3,16.2,13.22,81.6,6.31,6.58
30.0,29-31,70.0,61-80,4,16.2,13.22,81.6,6.0,6.58
30.0,29-31,90.0,81-100,2,16.2,13.22,81.6,6.49,6.58
30.0,29-31,90.0,81-100,3,16.2,13.22,81.6,6.2,6.58
30.0,29-31,90.0,81-100,4,16.2,13.22,81.6,5.86,6.58
33.5,32-35,50.0,40-60,2,16.2,13.22,81.6,6.38,6.58
33.5,32-35,50.0,40-60,3,16.2,13.22,81.6,6.12,6.58
33.5,32-35,50.0,40-60,4,16.2,13.22,81.6,5.72,6.58
33.5,32-35,70.0,61-80,2,16.2,13.22,81.6,6.36,6.58
33.5,32-35,70.0,61-80,3,16.2,13.22,81.6,6.06,6.58
33.5,32-35,70.0,61-80,4,16.2,13.22,81.6,5.7,6.58
33.5,32-35,90.0,81-100,2,16.2,13.22,81.6,6.25,6.58
33.5,32-35,90.0,81-100,3,16.2,13.22,81.6,5.97,6.58
33.5,32-35,90.0,81-100,4,16.2,13.22,81.6,5.59,6.58
24.0,23-25,50.0,40-60,2,13.9,10.63,76.47,5.16,4.72
24.0,23-25,50.0,40-60,3,13.9,10.63,76.47,4.95,4.72
24.0,23-25,50.0,40-60,4,13.9,10.63,76.47,4.51,4.72
24.0,23-25,70.0,61-80,2,13.9,10.63,76.47,5.11,4.72
24.0,23-25,70.0,61-80,3,13.9,10.63,76.47,4.89,4.72
24.0,23-25,70.0,61-80,4,13.9,10.63,76.47,4.48,4.72
24.0,23-25,90.0,81-100,2,13.9,10.63,76.47,5.09,4.72
24.0,23-25,90.0,81-100,3,13.9,10.63,76.47,4.75,4.72
24.0,23-25,90.0,81-100,4,13.9,10.63,76.47,4.41,4.72
27.0,26-28,50.0,40-60,2,13.9,10.63,76.47,5.03,4.72
27.0,26-28,50.0,40-60,3,13.9,10.63,76.47,4.73,4.72
27.0,26-28,50.0,40-60,4,13.9,10.63,76.47,4.39,4.72
27.0,26-28,70.0,61-80,2,13.9,10.63,76.47,5.02,4.72
27.0,26-28,70.0,61-80,3,13.9,10.63,76.47,4.7,4.72
27.0,26-28,70.0,61-80,4,13.9,10.63,76.47,4.39,4.72
27.0,26-28,90.0,81-100,2,13.9,10.63,76.47,4.87,4.72
27.0,26-28,90.0,81-100,3,13.9,10.63,76.47,4.62,4.72
27.0,26-28,90.0,81-100,4,13.9,10.63,76.47,4.28,4.72
30.0,29-31,50.0,40-60,2,13.9,10.63,76.47,4.85,4.72
30.0,29-31,50.0,40-60,3,13.9,10.63,76.47,4.46,4.72
30.0,29-31,50.0,40-60,4,13.9,10.63,76.47,4.17,4.72
30.0,29-31,70.0,61-80,2,13.9,10.63,76.47,4.8,4.72
30.0,29-31,70.0,61-80,3,13.9,10.63,76.47,4.43,4.72
30.0,29-31,70.0,61-80,4,13.9,10.63,76.47,4.15,4.72
30.0,29-31,90.0,81-100,2,13.9,10.63,76.47,4.63,4.72
30.0,29-31,90.0,81-100,3,13.9,10.63,76.47,4.4,4.72
30.0,29-31,90.0,81-100,4,13.9,10.63,76.47,4.07,4.72
33.5,32-35,50.0,40-60,2,13.9,10.63,76.47,4.55,4.72
33.5,32-35,50.0,40-60,3,13.9,10.63,76.47,4.22,4.72
33.5,32-35,50.0,40-60,4,13.9,10.63,76.47,4.0,4.72
33.5,32-35,70.0,61-80,2,13.9,10.63,76.47,4.52,4.72
33.5,32-35,70.0,61-80,3,13.9,10.63,76.47,4.18,4.72
33.5,32-35,70.0,61-80,4,13.9,10.63,76.47,4.0,4.72
33.5,32-35,90.0,81-100,2,13.9,10.63,76.47,4.42,4.72
33.5,32-35,90.0,81-100,3,13.9,10.63,76.47,4.1,4.72
33.5,32-35,90.0,81-100,4,13.9,10.63,76.47,4.0,4.72
24.0,23-25,50.0,40-60,2,18.2,14.91,81.92,8.06,7.61
24.0,23-25,50.0,40-60,3,18.2,14.91,81.92,7.75,7.61
24.0,23-25,50.0,40-60,4,18.2,14.91,81.92,7.45,7.61
24.0,23-25,70.0,61-80,2,18.2,14.91,81.92,8.05,7.61
24.0,23-25,70.0,61-80,3,18.2,14.91,81.92,7.74,7.61
24.0,23-25,70.0,61-80,4,18.2,14.91,81.92,7.42,7.61
24.0,23-25,90.0,81-100,2,18.2,14.91,81.92,8.0,7.61
24.0,23-25,90.0,81-100,3,18.2,14.91,81.92,7.67,7.61
24.0,23-25,90.0,81-100,4,18.2,14.91,81.92,7.26,7.61
27.0,26-28,50.0,40-60,2,18.2,14.91,81.92,7.96,7.61
27.0,26-28,50.0,40-60,3,18.2,14.91,81.92,7.63,7.61
27.0,26-28,50.0,40-60,4,18.2,14.91,81.92,7.3,7.61
27.0,26-28,70.0,61-80,2,18.2,14.91,81.92,7.9,7.61
27.0,26-28,70.0,61-80,3,18.2,14.91,81.92,7.58,7.61
27.0,26-28,70.0,61-80,4,18.2,14.91,81.92,7.28,7.61
27.0,26-28,90.0,81-100,2,18.2,14.91,81.92,7.77,7.61
27.0,26-28,90.0,81-100,3,18.2,14.91,81.92,7.53,7.61
27.0,26-28,90.0,81-100,4,18.2,14.91,81.92,7.11,7.61
30.0,29-31,50.0,40-60,2,18.2,14.91,81.92,7.74,7.61
30.0,29-31,50.0,40-60,3,18.2,14.91,81.92,7.36,7.61
30.0,29-31,50.0,40-60,4,18.2,14.91,81.92,7.01,7.61
30.0,29-31,70.0,61-80,2,18.2,14.91,81.92,7.63,7.61
30.0,29-31,70.0,61-80,3,18.2,14.91,81.92,7.34,7.61
30.0,29-31,70.0,61-80,4,18.2,14.91,81.92,6.97,7.61
30.0,29-31,90.0,81-100,2,18.2,14.91,81.92,7.58,7.61
30.0,29-31,90.0,81-100,3,18.2,14.91,81.92,7.26,7.61
30.0,29-31,90.0,81-100,4,18.2,14.91,81.92,6.87,7.61
33.5,32-35,50.0,40-60,2,18.2,14.91,81.92,7.4,7.61
33.5,32-35,50.0,40-60,3,18.2,14.91,81.92,7.15,7.61
33.5,32-35,50.0,40-60,4,18.2,14.91,81.92,6.79,7.61
33.5,32-35,70.0,61-80,2,18.2,14.91,81.92,7.39,7.61
33.5,32-35,70.0,61-80,3,18.2,14.91,81.92,7.09,7.61
